archetype,outfit_key,prompt
young woman,formal,"a deep navy velvet bodycon mini dress with a sweetheart neckline, thin straps, and vertical seams shaping the torso, the skirt ending at mid-thigh, paired with dainty drop earrings and her hair styled in loose waves"
young woman,formal,"a pale cream lace dress with a deep V neckline, sheer three-quarter sleeves, and a cinched waist, the lined skirt hugging to mid-thigh, finished with a satin sash and her hair styled in a relaxed low chignon"
young woman,formal,"a bright cobalt skater dress with a low scoop neckline, wide straps, and a fitted bodice, the flared skirt swirling to mid-thigh, accessorized with a narrow black belt and her hair worn in a playful high ponytail"
young woman,formal,"a champagne satin slip dress with a straight neckline cut low across the chest, thin straps, and a bias-cut body that skims to mid-thigh, paired with layered gold necklaces and her hair worn down in soft brushed-out curls"
young woman,formal,"a soft lilac fit-and-flare dress with a sweetheart neckline and thin straps, a structured bodice, and a lightly pleated skirt reaching just above the knees, finished with a slim ribbon belt and her hair styled half-up with a twist"
young woman,formal,"a black jersey mini dress with a plunging halter neck that ties behind the neck, subtle ruching at the waist, and a bodycon skirt ending mid-thigh, accessorized with a slender choker and her hair pulled into a high ponytail"
young woman,formal,"a rich wine-red velvet one-shoulder mini dress with a low asymmetrical neckline, a single long sleeve, and a ruched skirt ending at mid-thigh, paired with statement earrings and her hair worn in glamorous waves"
young woman,formal,"a pastel blue chiffon skater dress with a low V neckline, short flutter sleeves, and a fitted waist, the skirt flaring to just above the knees, accessorized with a satin ribbon belt and her hair styled in a loose low bun"
young woman,formal,"a metallic rose gold sequin bodycon dress with a deep V neckline, narrow straps, and a smooth fitted silhouette to mid-thigh, finished with delicate crystal studs and her hair worn straight and sleek"
young woman,formal,"a forest green jersey mini dress with an off-the-shoulder neckline, long fitted sleeves, and ruching along the sides, the skirt ending mid-thigh, paired with a simple pendant necklace and her hair worn down with soft curls"
young woman,formal,"a soft mauve skater dress with a sweetheart neckline, thin straps, and a structured bodice, the flared skirt falling just above the knees, finished with a slim metallic belt and her hair worn half-up with a small braid"
young woman,formal,"a black satin slip dress with a cowl neckline and thin adjustable straps, the body skimming the waist and hips to mid-thigh, accessorized with layered silver chains and her hair styled in a sleek low ponytail"
young woman,formal,"a navy blue lace-overlay dress with a plunging V neck, short sleeves, and a cinched waist, the lined skirt hugging to mid-thigh, finished with a slim satin ribbon and her hair worn half-up with delicate curls"
young woman,formal,"a bright red bodycon mini dress with a low square neckline, wide straps, and side ruching, the skirt ending at mid-thigh, paired with simple hoop earrings and her hair styled in big, voluminous waves"
young woman,formal,"a soft champagne sequin mini dress with a straight neckline cut low, slender straps, and a smooth fitted shape to mid-thigh, accessorized with delicate stud earrings and her hair worn down in loose curls"
young woman,formal,"a dark teal chiffon wrap dress with a plunging V neckline, flutter sleeves, and a tie at the waist, the tulip skirt opening to mid-thigh, finished with a slim bracelet and her hair styled in a relaxed chignon"
young woman,formal,"a pastel lavender fit-and-flare dress with a mesh plunge panel, wide straps, and a structured bodice, the skirt flaring to just above the knees, accessorized with a thin metallic belt and her hair worn half-up"
young woman,formal,"a black velvet mini dress with an off-the-shoulder neckline dipping low, short fitted sleeves, and a snug skirt ending mid-thigh, paired with a narrow choker and her hair worn down in soft waves"
young woman,formal,"a dusty rose satin slip dress with a straight neckline, thin straps, and a gently skimming body that ends at mid-thigh, accessorized with layered necklaces and her hair pulled into a low, slightly messy bun"
young woman,formal,"a cobalt blue jersey bodycon dress with a plunging V neck, thick straps, and side ruching accentuating the waist, the skirt at mid-thigh, finished with a simple bracelet and her hair worn straight with a side part"
young woman,formal,"a champagne lace dress with a deep V neckline, sheer lace sleeves, and a cinched waist, the lined skirt hugging to mid-thigh, accessorized with a satin ribbon at the waist and her hair styled half-up with a twist"
young woman,formal,"a metallic silver slip dress with a cowl neckline draped low, slender straps, and a smooth fitted silhouette ending mid-thigh, paired with delicate stud earrings and her hair pulled into a sleek ponytail"
young woman,formal,"a rich emerald chiffon skater dress with a low scoop neckline, wide straps, and a fitted bodice, the skirt flaring to just above the knees, finished with a slim black belt and her hair worn down in loose curls"
young woman,formal,"a soft blush pink sequin mini dress with a plunging V neckline, thin straps, and a bodycon skirt ending at mid-thigh, accessorized with simple crystal earrings and her hair styled in big, glossy waves"
young woman,formal,"a deep navy velvet bodycon dress with a sweetheart neckline, thin straps, and subtle vertical seams, the skirt ending mid-thigh, paired with a delicate pendant necklace and her hair styled in a low bun with loose strands"
young woman,formal,"a pale mint fit-and-flare dress with a sweetheart neckline and thin straps, a structured bodice, and a lightly pleated skirt reaching just above the knees, finished with a narrow white belt and her hair worn half-up with a braid"
young woman,formal,"a black jersey mini dress with an off-the-shoulder neckline, long fitted sleeves, and gathered ruching down the sides, the skirt ending mid-thigh, accessorized with a slim choker and her hair worn down and straight"
young woman,formal,"a rich burgundy satin wrap dress with a plunging surplice front, short flutter sleeves, and a self-tie belt at the waist, the wrap skirt opening to mid-thigh, paired with a delicate bracelet and her hair styled in a loose chignon"
young woman,formal,"a pastel blue chiffon skater dress with a mesh plunge neckline, wide straps, and a structured bodice, the skirt flaring to just above the knees, accessorized with a thin metallic belt and her hair worn in a low twisted bun"
young woman,formal,"a metallic rose gold mini dress with a straight low neckline, slender straps, and a smooth fitted silhouette to mid-thigh, finished with small hoop earrings and her hair pulled into a sleek high ponytail"
young woman,formal,"a soft mauve lace-overlay dress with a deep V neckline, sheer lace sleeves, and a cinched waist, the lined skirt hugging to mid-thigh, accessorized with a satin ribbon bow and her hair worn half-up with loose curls"
young woman,formal,"a dark green jersey bodycon dress with a low square neckline, wide straps, and ruching at the sides, the skirt ending mid-thigh, paired with a simple necklace and her hair styled in a relaxed low bun"
young woman,formal,"a champagne satin slip dress with a cowl neckline draped low across the chest, thin straps, and a bias-cut body that skims to mid-thigh, accessorized with layered gold necklaces and her hair worn down in soft waves"
young woman,formal,"a cobalt blue fit-and-flare dress with a plunging V neckline, short flutter sleeves, and a banded waist, the skirt flaring to just above the knees, finished with a slim belt and her hair styled half-up with a decorative clip"
young woman,formal,"a black velvet mini dress with a straight neckline cut low, spaghetti straps, and a snug bodycon skirt ending at mid-thigh, paired with delicate stud earrings and her hair worn straight with a center part"
young woman,formal,"a dusty rose chiffon wrap dress with a plunging V neck, flutter sleeves, and a tie at the waist, the tulip skirt opening to mid-thigh, accessorized with a narrow bracelet and her hair arranged in a soft messy bun"
young woman,formal,"a silver sequin bodycon mini dress with a deep V neckline, thin straps, and a fitted silhouette to mid-thigh, finished with simple crystal earrings and her hair worn down in big, glamorous curls"
young woman,formal,"a soft lavender skater dress with a sweetheart neckline, thin straps, and a structured bodice, the flared skirt falling just above the knees, accessorized with a slim ribbon belt and her hair styled half-up with a braid"
young woman,formal,"a black jersey mini dress with a plunging halter neckline that ties at the back of the neck, subtle ruching across the torso, and a tight skirt ending at mid-thigh, paired with a delicate choker and her hair pulled into a high ponytail"
young woman,formal,"a rich emerald velvet one-shoulder mini dress with a low asymmetrical neckline, a single fitted sleeve, and a ruched skirt ending mid-thigh, accessorized with bold earrings and her hair worn in soft voluminous waves"
young woman,formal,"a pastel pink chiffon skater dress with a low scoop neckline, wide straps, and a fitted bodice, the flared skirt swishing to just above the knees, finished with a satin ribbon at the waist and her hair worn in a relaxed low bun"
young woman,formal,"a metallic champagne slip dress with a straight neckline cut low, slim straps, and a bias-cut bodycon silhouette to mid-thigh, paired with delicate stud earrings and her hair worn down in smooth waves"
young woman,formal,"a deep navy lace dress with a plunging V neckline, short sleeves, and a cinched waist, the lined skirt hugging to mid-thigh, accessorized with a narrow satin belt and her hair styled half-up with loose curls"
young woman,formal,"a bright red bodycon mini dress with an off-the-shoulder neckline, short fitted sleeves, and ruching along the sides, the skirt ending mid-thigh, paired with simple hoop earrings and her hair worn in big party curls"
young woman,formal,"a soft champagne sequin mini dress with a straight neckline, slender straps, and a smooth fitted shape to mid-thigh, accessorized with delicate crystal studs and her hair pulled into a sleek ponytail"
young woman,formal,"a forest green chiffon wrap dress with a plunging V neckline, flutter sleeves, and a tie belt at the waist, the tulip skirt opening to mid-thigh, finished with a slim bracelet and her hair styled in a loose chignon"
young woman,formal,"a pastel mint fit-and-flare dress with a mesh plunge panel, wide straps, and a structured bodice, the skirt flaring to just above the knees, accessorized with a thin metallic belt and her hair worn half-up with a small twist"
young woman,formal,"a black velvet mini dress with an off-the-shoulder neckline dipping low across the chest, short fitted sleeves, and a snug skirt ending mid-thigh, paired with a narrow choker and her hair worn down in loose waves"
young woman,formal,"a dusty rose satin slip dress with a cowl neckline and thin adjustable straps, the body skimming to mid-thigh, accessorized with layered necklaces and her hair styled in a relaxed low bun"
young woman,formal,"a cobalt blue jersey bodycon dress with a plunging V neck, thick straps, and side ruching emphasizing the waist, the skirt ending mid-thigh, finished with a simple bracelet and her hair worn straight with a side part"
young woman,formal,"a champagne lace-overlay dress with a deep V neckline, sheer lace sleeves, and a cinched waist, the lined skirt hugging to mid-thigh, accessorized with a satin ribbon bow and her hair styled half-up with soft curls"
young woman,formal,"a metallic silver slip dress with a cowl neckline draped low, delicate straps, and a smooth fitted silhouette ending at mid-thigh, paired with understated stud earrings and her hair pulled into a sleek high ponytail"
young woman,formal,"a rich emerald chiffon skater dress with a low scoop neckline, wide straps, and a fitted bodice, the skirt flaring to just above the knees, finished with a slim black belt and her hair worn down in loose, shiny curls"
young woman,formal,"a blush pink sequin bodycon dress with a plunging V neckline, narrow straps, and a fitted skirt ending mid-thigh, accessorized with small crystal earrings and her hair styled in big, glamorous waves"
young woman,formal,"a deep navy velvet bodycon dress with a sweetheart neckline, thin straps, and subtle vertical seams shaping the torso, the skirt ending mid-thigh, paired with a delicate pendant necklace and her hair styled in a low bun with soft tendrils"
young woman,formal,"a pale mint fit-and-flare dress with a sweetheart neckline, thin straps, and a structured bodice, the lightly pleated skirt reaching just above the knees, finished with a narrow white belt and her hair worn half-up with a braid"
young woman,formal,"a black jersey mini dress with an off-the-shoulder neckline, long fitted sleeves, and gathered ruching along the sides, the skirt ending mid-thigh, accessorized with a slim choker and her hair worn down and straight"
young woman,formal,"a rich burgundy satin wrap dress with a plunging surplice front, short flutter sleeves, and a self-tie belt at the waist, the wrap skirt opening to mid-thigh, paired with a delicate bracelet and her hair styled in a loose chignon"
young woman,formal,"a pastel blue chiffon skater dress with a mesh plunge neckline, wide straps, and a structured bodice, the skirt flaring to just above the knees, accessorized with a thin metallic belt and her hair worn in a low twisted bun"
young woman,formal,"a metallic rose gold mini dress with a straight low neckline, slender straps, and a smooth fitted silhouette to mid-thigh, finished with small hoop earrings and her hair pulled into a sleek high ponytail"
young woman,formal,"a soft mauve lace-overlay dress with a deep V neckline, sheer lace sleeves, and a cinched waist, the lined skirt hugging to mid-thigh, accessorized with a satin ribbon bow and her hair worn half-up with loose curls"
young woman,formal,"a dark green jersey bodycon dress with a low square neckline, wide straps, and ruching at the sides, the skirt ending mid-thigh, paired with a simple necklace and her hair styled in a relaxed low bun"
young woman,formal,"a champagne satin slip dress with a cowl neckline draped low across the chest, thin straps, and a bias-cut body that skims to mid-thigh, accessorized with layered gold necklaces and her hair worn down in soft waves"
young woman,formal,"a bright cobalt fit-and-flare dress with a plunging V neckline, short flutter sleeves, and a banded waist, the skirt flaring to just above the knees, finished with a slim belt and her hair styled half-up with a decorative clip"
young woman,formal,"a black velvet mini dress with a straight neckline cut low, spaghetti straps, and a snug bodycon skirt ending at mid-thigh, paired with delicate stud earrings and her hair worn straight with a center part"
young woman,formal,"a dusty rose chiffon wrap dress with a plunging V neck, flutter sleeves, and a tie at the waist, the tulip skirt opening to mid-thigh, accessorized with a narrow bracelet and her hair arranged in a soft messy bun"
young woman,formal,"a silver sequin bodycon mini dress with a deep V neckline, thin straps, and a fitted silhouette to mid-thigh, finished with simple crystal earrings and her hair worn down in big, glamorous curls"
young woman,formal,"a soft lavender skater dress with a sweetheart neckline, thin straps, and a structured bodice, the flared skirt falling just above the knees, accessorized with a slim ribbon belt and her hair styled half-up with a braid"
young woman,formal,"a black jersey mini dress with a plunging halter neckline that ties at the back of the neck, subtle ruching across the torso, and a tight skirt ending at mid-thigh, paired with a delicate choker and her hair pulled into a high ponytail"
young woman,formal,"a rich emerald velvet one-shoulder mini dress with a low asymmetrical neckline, a single fitted sleeve, and a ruched skirt ending mid-thigh, accessorized with bold earrings and her hair worn in soft voluminous waves"
young woman,formal,"a pastel pink chiffon skater dress with a low scoop neckline, wide straps, and a fitted bodice, the flared skirt swishing to just above the knees, finished with a satin ribbon at the waist and her hair worn in a relaxed low bun"
young woman,formal,"a metallic champagne slip dress with a straight neckline cut low, slim straps, and a bias-cut bodycon silhouette to mid-thigh, paired with delicate stud earrings and her hair worn down in smooth waves"
young woman,formal,"a deep navy lace dress with a plunging V neckline, short sleeves, and a cinched waist, the lined skirt hugging to mid-thigh, accessorized with a narrow satin belt and her hair styled half-up with loose curls"
young woman,formal,"a deep ruby red satin corset-top dress with a plunging sweetheart neckline, thin adjustable straps, and boning that sharply defines the waist, the smooth bodycon skirt finishing at mid-thigh, accessorized with a slim black ribbon choker and her hair worn down in loose, glossy curls"
young woman,formal,"a slate blue chiffon dress with a low V neckline framed by ruffled edges, a gathered bust, and a wide waistband, the lightly pleated skirt floating to just above the knees, cinched with a thin metallic belt and her hair swept into a soft low ponytail"
young woman,formal,"a black glitter-knit bodycon mini dress with a deep scoop neckline, wide tank straps, and vertical seams shaping the torso, the hem ending at mid-thigh, paired with a delicate layered silver necklace and her hair styled straight with a center part"
young woman,formal,"a soft rose-colored satin wrap mini dress with a plunging surplice front, short flutter sleeves, and a tie that knots at the side waist, the tulip hem opening to mid-thigh, accessorized with a thin bracelet and her hair worn in a relaxed, slightly messy bun"
young woman,formal,"a midnight green velvet skater dress with a low square neckline, short fitted sleeves, and a snug bodice, the flared skirt swishing to mid-thigh, finished with a narrow black belt at the waist and her hair worn in a playful half-up ponytail"
young woman,formal,"a pale champagne chiffon dress with a plunging halter neckline gathered at the neckband, a smooth fitted waist, and a softly pleated skirt that falls to just above the knees, accessorized with a slim chain belt and her hair styled in a loose braided updo"
young woman,formal,"a black and gold metallic-thread mini dress with a deep V neckline, narrow straps, and a wrapped front that ruches at one side of the waist, the skirt cut to mid-thigh, paired with small hoop earrings and her hair worn down in big soft waves"
young woman,formal,"a dusty mauve lace dress with a low scoop neckline, thin straps, and sheer lace over a solid lining, the fitted waist highlighted by a satin ribbon and the skirt hugging to mid-thigh, with her hair pulled back into a sleek low ponytail"
young woman,formal,"a rich sapphire blue satin slip dress with a draped cowl neckline that hangs low on the chest, fine spaghetti straps, and a bias-cut body that skims to mid-thigh, accessorized with a delicate lariat necklace and her hair worn down over one shoulder"
young woman,formal,"a deep burgundy chiffon skater dress with a sweetheart neckline, off-the-shoulder straps, and a structured bodice, the skirt flaring to just above the knees, cinched with a slim matching belt and her hair styled half-up with a decorative barrette"
young woman,formal,"a sleek black crepe mini dress with a plunging V front, thin straps crossing at the back, and subtle diagonal seams that shape the waist, the skirt ending at mid-thigh, paired with minimalist stud earrings and her hair worn straight and shiny"
young woman,formal,"a soft lilac satin dress with an asymmetrical one-shoulder neckline, a fitted bodice with gentle gathers at the bust, and a smooth bodycon skirt to mid-thigh, accessorized with a slim metallic arm cuff and her hair styled in a low twisted bun"
young woman,formal,"a warm coral chiffon wrap-front dress with a low V neckline, flutter cap sleeves, and a self-tie belt, the tulip skirt opening to show mid-thigh, finished with a dainty chain necklace and her hair worn in loose, tousled waves"
young woman,formal,"a metallic pewter sequin mini dress with a straight, low neckline, slender straps, and a snug bodycon fit, the hem at mid-thigh, accessorized with simple crystal studs and her hair swept into a sleek, mid-height ponytail"
young woman,formal,"a pale blue lace skater dress with a plunging V neckline, semi-sheer lace shoulder straps, and a lined bodice, the skirt flaring from a defined waist to mid-thigh, cinched with a satin ribbon and her hair worn half-up with a small twist"
young woman,formal,"a forest green jersey mini dress with an off-the-shoulder neckline, long slim sleeves, and gathered ruching down the sides, the skirt ending at mid-thigh, paired with a thin black choker and her hair worn down in soft curls"
young woman,formal,"a champagne satin bustier-style dress with a low sweetheart neckline, visible seam lines and light boning, and a fitted skirt cut to mid-thigh, accessorized with a delicate pendant necklace and her hair styled in a polished low bun"
young woman,formal,"a vivid magenta chiffon dress with a plunging halter V neck, a wide waistband, and a gently flared skirt falling just above the knees, finished with a slim metallic belt and her hair worn in a loose, romantic updo"
young woman,formal,"a sleek black glitter-knit slip dress with a cowl neckline dipping low, narrow straps, and a slim silhouette that hugs to mid-thigh, accessorized with layered chain necklaces and her hair worn straight with a parted fringe"
young woman,formal,"a soft seafoam green skater dress with a low square neckline, wide straps, and a fitted bodice, the flared skirt reaching mid-thigh, cinched with a narrow white belt and her hair styled in a high ponytail with a bit of volume"
young woman,formal,"a rich wine velvet mini dress with a plunge V front and thin straps, gentle darts shaping the waist, and a smooth skirt ending at mid-thigh, paired with subtle drop earrings and her hair worn down in thick, brushed-out curls"
young woman,formal,"a pale blush chiffon dress with a sweetheart neckline and off-the-shoulder ruffle detail, a banded waist, and a lightly flared skirt to just above the knees, accessorized with a slim ribbon belt and her hair arranged in a loose side bun"
young woman,formal,"a shimmering gunmetal metallic knit dress with a low scoop neckline, wide tank straps, and a slim bodycon fit, the hem at mid-thigh, paired with a simple bracelet and her hair styled straight and sleek behind her shoulders"
young woman,formal,"a deep teal satin fit-and-flare dress with a plunging V neckline, short flutter sleeves, and a fitted waist seam, the skirt flaring to just above the knees, finished with a delicate chain belt and her hair worn half-up with a small braid"
young woman,formal,"a black lace mini dress with a low straight neckline, thin straps, and sheer lace overlay on a nude lining, the waist defined by a narrow satin band and the skirt hugging to mid-thigh, with her hair pulled up into a messy topknot"
young woman,formal,"a dusty rose jersey bodycon dress with an off-the-shoulder foldover neckline that dips low, short sleeves, and side ruching over the torso, the skirt ending at mid-thigh, accessorized with a slender choker and her hair worn down in soft waves"
young woman,formal,"a bright cobalt blue satin slip dress with a straight neckline cut low across the chest, fine straps, and a fitted body that skims to mid-thigh, paired with delicate hoop earrings and her hair styled in a neat low ponytail"
young woman,formal,"a pale lavender chiffon wrap mini dress with a plunging surplice front, flutter sleeves, and a self-tie belt at the waist, the tulip hem opening at mid-thigh, accessorized with a thin bracelet and her hair worn half-up with loose curls"
young woman,formal,"a rich emerald green glitter-knit skater dress with a low square neckline, wide straps, and a snug bodice, the flared skirt falling to mid-thigh, cinched with a narrow black belt and her hair worn in a relaxed low bun"
young woman,formal,"a soft ivory satin mini dress with a sweetheart neckline, thin straps, subtle boning in the bodice, and a smooth bodycon skirt ending at mid-thigh, accessorized with a dainty pendant necklace and her hair worn down in gentle, polished waves"
young woman,formal,"a bright red bodycon mini dress with a low square neckline, wide straps, and side ruching, the skirt ending at mid-thigh, paired with simple hoop earrings and her hair styled in big, voluminous waves"

young woman,uniform,"A classic Japanese school uniform with a white short-sleeve blouse and a navy sailor-style collar, paired with a neatly pleated navy skirt sitting at the natural waist."
young woman,uniform,"A white school-uniform blouse with pale-blue trim at the collar, matched with a charcoal pleated skirt with crisp folds."
young woman,uniform,"A sailor-style school uniform top with a deep navy collar panel and matching front tie, worn with a navy pleated skirt."
young woman,uniform,"A white school-uniform blouse with a rounded collar and a small navy ribbon, paired with a dark-gray pleated skirt."
young woman,uniform,"A pale-blue school-uniform button-up with a structured collar, matched with a deep-green pleated skirt at mid-thigh."
young woman,uniform,"A traditional sailor-style school uniform with a white blouse, navy collar, and front tie, paired with a matching navy pleated skirt."
young woman,uniform,"A soft cream school-uniform blouse with short sleeves and a modest collar bow, worn with a charcoal pleated skirt with sharp pleats."
young woman,uniform,"A lightweight white school blouse with a simple pointed collar, paired with a navy pleated skirt sitting neatly at the waist."
young woman,uniform,"A crisp white sailor-style school uniform top with navy trim, worn with a dark-blue pleated skirt with clean structured folds."
young woman,uniform,"A white school blouse with pale-pink collar ribbon detailing, matched with a soft charcoal pleated skirt."
young woman,uniform,"A short-sleeve school uniform blouse with a navy tie at the chest, paired with a deep-gray pleated skirt."
young woman,uniform,"A classic white school blouse with subtle navy edging at the collar, matched with a navy pleated skirt falling to mid-thigh."
young woman,uniform,"A soft white school blouse with a neatly tied red ribbon, worn with a navy pleated skirt with pressed pleats."
young woman,uniform,"A structured white school-uniform button-up with short sleeves, paired with a charcoal pleated skirt."
young woman,uniform,"A white sailor-style school uniform blouse with navy collar stripes, matched with a deep-navy pleated skirt."
young woman,uniform,"A subtle cream school-uniform blouse with a navy ribbon at the collar, paired with a forest-green pleated skirt."
young woman,uniform,"A white short-sleeve school blouse with a rounded collar, worn with a navy pleated skirt with crisp folds."
young woman,uniform,"A classic white sailor-style school blouse with navy trim and front tie, matched with a charcoal pleated skirt."
young woman,uniform,"A light-blue school-uniform blouse with a soft collar bow, worn with a navy pleated skirt shaped neatly at the waist."
young woman,uniform,"A white fitted school blouse with a modest pointed collar, paired with a dark-gray pleated skirt."
young woman,uniform,"A standard white sailor-style school top with navy collar panel, matched with a navy pleated skirt."
young woman,uniform,"A white school blouse with short sleeves and a slim burgundy bow, paired with a charcoal pleated skirt."
young woman,uniform,"A pale-cream school uniform shirt with simple collar detailing, worn with a dark-navy pleated skirt."
young woman,uniform,"A clean white school blouse with navy piping at the collar, matched with a gray pleated skirt."
young woman,uniform,"A white sailor-style blouse with crisp navy collar stripes, paired with a deep-blue pleated skirt."
young woman,uniform,"A soft white school blouse with a neatly tied navy ribbon, matched with a charcoal pleated skirt."
young woman,uniform,"A light-blue school-uniform shirt with short sleeves, worn with a navy pleated skirt shaped cleanly at the waist."
young woman,uniform,"A classic white school blouse with a pointed collar and ribbon tie, paired with a dark-gray pleated skirt."
young woman,uniform,"A white sailor-style school uniform top with navy detailing, matched with a matching navy pleated skirt."
young woman,uniform,"A white school blouse with a soft collar bow in navy, worn with a charcoal pleated skirt."
young woman,uniform,"A pale-blue school blouse with subtle trim, matched with a navy pleated skirt."
young woman,uniform,"A crisp white school-uniform shirt with a modest collar and red ribbon, paired with a deep-gray pleated skirt."
young woman,uniform,"A white sailor-style top with navy stripes and front tie, worn with a deep-navy pleated skirt."
young woman,uniform,"A white school blouse with short sleeves and a simple navy bow, paired with a forest-green pleated skirt."
young woman,uniform,"A structured white school uniform button-up, worn with a charcoal pleated skirt with neat folds."
young woman,uniform,"A classic sailor-style school top with navy collar and bow, matched with a navy pleated skirt."
young woman,uniform,"A white school-uniform blouse with soft curved collar, paired with a navy pleated skirt sitting mid-thigh."
young woman,uniform,"A pale-blue school blouse with short sleeves, worn with a charcoal pleated skirt with sharp pleats."
young woman,uniform,"A traditional white sailor-style school top with navy panel and ribbon tie, paired with a deep-blue pleated skirt."
young woman,uniform,"A white school blouse with navy piping and a slim bow, matched with a dark-gray pleated skirt."
young woman,uniform,"A cream school-uniform blouse with a navy collar ribbon, worn with a navy pleated skirt."
young woman,uniform,"A white short-sleeve school blouse with a modest collar and navy trim, paired with a charcoal pleated skirt."
young woman,uniform,"A white sailor-style school top with deep-navy collar and matching tie, worn with a navy pleated skirt."
young woman,uniform,"A crisp pale-blue school shirt with a small ribbon bow, paired with a navy pleated skirt."
young woman,uniform,"A simple white school-uniform blouse with a clean pointed collar, matched with a forest-green pleated skirt."
young woman,uniform,"A white school blouse with soft trim, worn with a charcoal pleated skirt pressed neatly down the front."
young woman,uniform,"A sailor-style school uniform top with white fabric and navy collar striping, paired with a deep-blue pleated skirt."
young woman,uniform,"A soft cream school blouse with a navy tie at the collar, matched with a charcoal pleated skirt."
young woman,uniform,"A crisp white school blouse with a subtle collar ribbon, worn with a navy pleated skirt."

adult woman,casual,"A soft charcoal knit tee tucked into relaxed olive chino pants with a slim leather belt, and hair styled in a low textured ponytail."
adult woman,casual,"A lightweight linen button-up in pale blue worn loosely over fitted white denim, and hair styled in a messy top knot."
adult woman,casual,"A draped wrap blouse in muted terracotta paired with straight-leg black jeans, and hair styled in a loose side braid."
adult woman,casual,"A cropped cotton sweater in warm oatmeal layered over a simple camisole with mid-rise dark denim, and hair styled in a relaxed low bun."
adult woman,casual,"A soft v-neck tee in washed sage paired with tailored navy trousers, and hair styled in a sleek low ponytail."
adult woman,casual,"A sleeveless ribbed mock-neck top in deep plum with a flowy midi skirt in charcoal, and hair styled in a twisted chignon."
adult woman,casual,"A casual chambray shirt half-tucked into black straight-leg pants, and hair styled in a loose crown braid."
adult woman,casual,"A slouchy graphic-free sweatshirt in dusty rose paired with slim gray jeans, and hair styled in a casual high ponytail."
adult woman,casual,"A fitted black scoop-neck tee paired with a soft camel wrap skirt, and hair styled in a relaxed side-parted bun."
adult woman,casual,"A lightweight striped knit top in cream and navy with cropped olive trousers, and hair styled in a soft half-up twist."
adult woman,casual,"A relaxed dolman-sleeve blouse in muted teal paired with dark indigo denim, and hair styled in a low braided ponytail."
adult woman,casual,"A cotton jersey dress in heather gray cinched subtly at the waist, and hair styled in a loose top knot."
adult woman,casual,"A casual peplum top in soft coral paired with black ankle-length pants, and hair styled in a gentle side braid."
adult woman,casual,"A minimalist sleeveless blouse in crisp white tucked into taupe wide-leg pants, and hair styled in a smooth low bun."
adult woman,casual,"A relaxed henley top in warm rust paired with medium-wash jeans, and hair styled in a tousled ponytail."
adult woman,casual,"A boxy knit tee in forest green paired with a lightweight pleated midi skirt in black, and hair styled in a braided crown."
adult woman,casual,"A soft flannel shirt in muted gray plaid worn open over a black tank and slim jeans, and hair styled in a casual low ponytail."
adult woman,casual,"A relaxed wrap-style top in creamy beige paired with straight-cut denim in dark rinse, and hair styled in a loose twisted bun."
adult woman,casual,"A cotton popover blouse in soft lavender paired with tailored charcoal pants, and hair styled in a smooth side-parted ponytail."
adult woman,casual,"A lightweight crewneck sweater in dusty blue with fitted black jeans, and hair styled in a relaxed half-up knot."
adult woman,casual,"A casual jersey tunic in muted olive layered over slim-fit dark pants, and hair styled in a loose low braid."
adult woman,casual,"A ribbed tank in warm tan paired with a soft black cardigan and straight-leg denim, and hair styled in a messy bun."
adult woman,casual,"A breezy short-sleeve blouse in soft mustard tucked into navy cropped pants, and hair styled in a textured ponytail."
adult woman,casual,"A minimalist black slip dress layered with a light gray knit top, and hair styled in a low chignon."
adult woman,casual,"A relaxed-fit polo-style top in soft ivory paired with olive utility pants, and hair styled in a sleek pulled-back bun."
adult woman,casual,"A casual knit wrap top in deep wine paired with straight-cut blue denim, and hair styled in a loose side ponytail."
adult woman,casual,"A cotton blouse in pale peach with subtle pleating paired with black trousers, and hair styled in a soft braided bun."
adult woman,casual,"A boxy linen tee in off-white paired with muted clay-colored pants, and hair styled in a relaxed top knot."
adult woman,casual,"A draped sleeveless top in charcoal paired with a patterned midi skirt in gray tones, and hair styled in a low twisted ponytail."
adult woman,casual,"A relaxed hoodie-style top in soft eucalyptus green paired with dark jeans, and hair styled in a casual ponytail."
adult woman,casual,"A silky short-sleeve blouse in steel blue paired with high-waisted black pants, and hair styled in a sleek low bun."
adult woman,casual,"A cropped knit cardigan in soft cream worn over a ribbed tank with medium-wash denim, and hair styled in a loose half-up braid."
adult woman,casual,"A lightweight pullover in muted maroon paired with gray straight-leg trousers, and hair styled in a messy low bun."
adult woman,casual,"A flowy sleeveless blouse in sage green tucked into dark indigo jeans, and hair styled in a smooth high ponytail."
adult woman,casual,"A casual v-neck sweater in soft blush paired with black tapered pants, and hair styled in a loose side bun."
adult woman,casual,"A cotton button-front skirt in denim blue paired with a tucked-in white tee, and hair styled in a relaxed braided ponytail."
adult woman,casual,"A relaxed jersey jumpsuit in charcoal with a defined waist seam, and hair styled in a soft twisted bun."
adult woman,casual,"A lightweight turtleneck top in muted olive paired with black straight-leg pants, and hair styled in a sleek low ponytail."
adult woman,casual,"A casual batwing-sleeve top in warm sand paired with slim dark jeans, and hair styled in a loose top knot."
adult woman,casual,"A soft cotton wrap dress in muted navy with subtle texture, and hair styled in a side-parted chignon."
